,date,type,category_id,category_title,site_title,price_new,price_old,site_unit,site_link,site_code
0,2019-10-02,food,1,Говядина (кроме бескостного мяса),"Говядина, тазобедренная часть, 1 упаковка (700-900 г)",599.9,,за 1 кг,https://online.globus.ru/products/govyadina-tazobedrennaya-chast-1-upakovka-700-900-g/,globus
1,2019-10-02,food,1,Говядина (кроме бескостного мяса),"Говяжьи ребрышки, 1 упаковка (600-800 г)",299.9,,за 1 кг,https://online.globus.ru/products/govyazhi-rebryshki-1-upakovka-600-800-g/,globus
2,2019-10-02,food,1,Говядина (кроме бескостного мяса),"Говяжья грудинка на кости, 1 упаковка (500-700 г)",299.9,,за 1 кг,https://online.globus.ru/products/govyazhya-grudinka-na-kosti-1-upakovka-350-650-g/,globus
3,2019-10-02,food,1,Говядина (кроме бескостного мяса),"Говяжья нога на кости, 1 упаковка (500-700 г)",499.9,,за 1 кг,https://online.globus.ru/products/govyazhya-noga-na-kosti-1-upakovka-500-950-g/,globus
4,2019-10-02,food,1,Говядина (кроме бескостного мяса),Говядина грудинка на кости п/ф охлажденный СП кг,383.9,,кг,https://www.okeydostavka.ru/msk/miaso-ptitsa-kolbasy-16551-20/miaso-i-ptitsa-69069-20/goviadina-grudinka-na-kosti-p-f-okhlazhdennyi-sp-kg,okey
5,2019-10-02,food,1,Говядина (кроме бескостного мяса),Говядина котлетная часть на кости п/ф охлажденный СП кг,587.4,,кг,https://www.okeydostavka.ru/msk/miaso-ptitsa-kolbasy-16551-20/miaso-i-ptitsa-69069-20/goviadina-kotletnaia-chast-na-kosti-p-f-okhlazhdennyi-,okey
6,2019-10-02,food,1,Говядина (кроме бескостного мяса),Говядина лопатка на кости п/ф охлажденный СП кг,526.9,,кг,https://www.okeydostavka.ru/msk/miaso-ptitsa-kolbasy-16551-20/miaso-i-ptitsa-69069-20/goviadina-lopatka-na-kosti-p-f-okhlazhdennyi-sp-kg,okey
7,2019-10-02,food,1,Говядина (кроме бескостного мяса),Говядина подбедерок на кости п/ф охлажденный СП кг,372.9,,кг,https://www.okeydostavka.ru/msk/miaso-ptitsa-kolbasy-16551-20/miaso-i-ptitsa-69069-20/goviadina-podbederok-na-kosti-p-f-okhlazhdennyi-sp-kg,okey
8,2019-10-02,food,1,Говядина (кроме бескостного мяса),Говядина тазобедренная часть на кости п/ф охлажденный СП кг,548.9,,кг,https://www.okeydostavka.ru/msk/miaso-ptitsa-kolbasy-16551-20/miaso-i-ptitsa-69069-20/goviadina-tazobedrennaia-chast-na-kosti-p-f-,okey
9,2019-10-02,food,1,Говядина (кроме бескостного мяса),Ребрышки Мираторг из розовой телятины 0.3-0.7кг,539.0,639.0,кг,https://www.perekrestok.ru/catalog/myaso-ptitsa-delikatesy/govyadina/mirat-rebr-dper-bl-iz-tel-1kg--440884,perekrestok
10,2019-10-02,food,1,Говядина (кроме бескостного мяса),Ребрышки Мираторг из розовой телятины 0.3-0.7кг,539.0,639.0,кг,https://www.perekrestok.ru/catalog/myaso-ptitsa-delikatesy/govyadina/mirat-rebr-dper-bl-iz-tel-1kg--440884,perekrestok
11,2019-10-02,food,1,Говядина (кроме бескостного мяса),Оссо буко Мираторг из розовой телятины 0.4-0.6кг,529.0,639.0,кг,https://www.perekrestok.ru/catalog/myaso-ptitsa-delikatesy/telyatina/mirat-osso-buko-dtush-iz-tel1kg--440885,perekrestok
12,2019-10-02,food,1,Говядина (кроме бескостного мяса),"Ребрышки говяжьи Эколь Халяль охлажденные, 0,8-1,1кг",454.0,,кг,https://www.utkonos.ru/item/2008193/rebryshki-govjazhi-ekol-khaljal-okhlazhdennye--0-8-1-1kg,utkonos
13,2019-10-02,food,1,Говядина (кроме бескостного мяса),"Грудинка говяжья Эколь Халяль охлажденная, 0,8-1,1кг",524.0,,кг,https://www.utkonos.ru/item/2008196/grudinka-govjazhja-ekol-khaljal-okhlazhdennaja--0-8-1-1kg,utkonos
14,2019-10-02,food,1,Говядина (кроме бескостного мяса),"Лопатка телячья на кости Эколь Халяль охлажденная, 0,8-1,1кг",609.0,,кг,https://www.utkonos.ru/item/2008248/lopatka-teljachja-na-kosti-ekol-khaljal-okhlazhdennaja--0-8-1-1kg,utkonos
15,2019-10-02,food,1,Говядина (кроме бескостного мяса),"Лопатка Телячья на кости Эколь Халяль охлажденная, 0,4-0,8кг",609.0,,кг,https://www.utkonos.ru/item/2008269/lopatka-teljachja-na-kosti-ekol-khaljal-okhlazhdennaja--0-4-0-8kg,utkonos
16,2019-10-02,food,1,Говядина (кроме бескостного мяса),"Грудинка говяжья Эколь Халяль охлажденная, 0,4-0,8кг",524.0,,кг,https://www.utkonos.ru/item/2008301/grudinka-govjazhja-ekol-khaljal-okhlazhdennaja--0-4-0-8kg,utkonos
17,2019-10-02,food,1,Говядина (кроме бескостного мяса),"Ребрышки говяжьи Эколь Халяль охлажденные, 0,4-0,8кг",454.0,,кг,https://www.utkonos.ru/item/2011564/rebryshki-govjazhi-ekol-khaljal-okhlazhdennye--0-4-0-8kg,utkonos
18,2019-10-02,food,1,Говядина (кроме бескостного мяса),"Вырезка из лопатки мраморная говядина Мираторг охлажденная, 0,7-1,0кг",788.0,,кг,https://www.utkonos.ru/item/2012321/vyrezka-iz-lopatki-mramornaja-govjadina-miratorg-okhlazhdennaja--0-7-1-0kg,utkonos
19,2019-10-02,food,1,Говядина (кроме бескостного мяса),"Вырезка из лопатки мраморная говядина Мираторг охлажденная, 1,0-1,4кг",788.0,,кг,https://www.utkonos.ru/item/2012365/vyrezka-iz-lopatki-mramornaja-govjadina-miratorg-okhlazhdennaja--1-0-1-4kg,utkonos
20,2019-10-02,food,1,Говядина (кроме бескостного мяса),"Вырезка из лопатки мраморная говядина Мираторг охлажденная, 1,4-1,9кг",788.0,,кг,https://www.utkonos.ru/item/2012604/vyrezka-iz-lopatki-mramornaja-govjadina-miratorg-okhlazhdennaja--1-4-1-7kg,utkonos
21,2019-10-02,food,1,Говядина (кроме бескостного мяса),"Ребрышки Мираторг говяжьи для барбекю охлажденные 0,5-1,5кг",550.0,,кг,https://www.utkonos.ru/item/3366160/rebryshki-miratorg-govjazhi-dlja-barbekju-okhlazhdennye-0-5-1-3kg,utkonos
22,2019-10-02,food,2,Свинина (кроме бескостного мяса),"Свиная грудинка на кости со шкурой, 1 упаковка (1-1,4 кг)",219.9,,за 1 кг,https://online.globus.ru/products/svinaya-grudinka-na-kosti-so-shkuroy-1-upakovka-1000-1400-g/,globus
23,2019-10-02,food,2,Свинина (кроме бескостного мяса),"Свиная лопатка на кости со шкурой, 1 упаковка (1,6-1,8 г)",249.9,,за 1 кг,https://online.globus.ru/products/svinaya-lopatka-na-kosti-so-shkuroy-1-upakovka-600-800-g/,globus
24,2019-10-02,food,2,Свинина (кроме бескостного мяса),"Свиной карбонад на кости (котлета), 1 упаковка (400-600 г)",319.9,,за 1 кг,https://online.globus.ru/products/svinoy-karbonad-na-kosti-kotleta-1-upakovka-400-700-g/,globus
25,2019-10-02,food,2,Свинина (кроме бескостного мяса),"Свиной окорок, 1 упаковка (600-800 г)",349.9,,за 1 кг,https://online.globus.ru/products/svinoy-okorok-1-upakovka-600-800-g/,globus
26,2019-10-02,food,2,Свинина (кроме бескостного мяса),"Свиной окорок свыше 5 кг, 1 упаковка (5-6 кг)",329.9,,за 1 кг,https://online.globus.ru/products/svinoy-okorok-svyshe-5-kg-1-upakovka-5-6-kg/,globus
27,2019-10-02,food,2,Свинина (кроме бескостного мяса),Баранина котлетная часть на кости п/ф охлажденный СП кг,833.5,,кг,https://www.okeydostavka.ru/msk/miaso-ptitsa-kolbasy-16551-20/miaso-i-ptitsa-69069-20/baranina-kotletnaia-chast-na-kosti-p-f-okhlazhdennyi-,okey
28,2019-10-02,food,2,Свинина (кроме бескостного мяса),Баранина лопатка на кости п/ф охлажденный СП кг,619.5,,кг,https://www.okeydostavka.ru/msk/miaso-ptitsa-kolbasy-16551-20/miaso-i-ptitsa-69069-20/baranina-lopatka-na-kosti-p-f-okhlazhdennyi-sp-kg,okey
29,2019-10-02,food,2,Свинина (кроме бескостного мяса),Баранина окорок на кости п/ф охлажденный СП кг,737.4,,кг,https://www.okeydostavka.ru/msk/miaso-ptitsa-kolbasy-16551-20/miaso-i-ptitsa-69069-20/baranina-okorok-na-kosti-p-f-okhlazhdennyi-sp-kg,okey
30,2019-10-02,food,2,Свинина (кроме бескостного мяса),Котлета из свинины н/к охлажденная Черкизово 500г,235.4,,500г,https://www.okeydostavka.ru/msk/miaso-ptitsa-kolbasy-16551-20/miaso-i-ptitsa-69069-20/kotleta-iz-svininy-n-k-okhlazhdennaia-cherkizovo-500g,okey
31,2019-10-02,food,2,Свинина (кроме бескостного мяса),Ребрышки свиные охлажденные Черкизово кг,269.0,399.0,кг,https://www.okeydostavka.ru/msk/miaso-ptitsa-kolbasy-16551-20/miaso-i-ptitsa-69069-20/rebryshki-svinye-okhlazhdennye-cherkizovo-kg,okey
32,2019-10-02,food,2,Свинина (кроме бескостного мяса),Ребрышки свиные с корейки охлажденные Самсон кг,521.4,,кг,https://www.okeydostavka.ru/msk/miaso-ptitsa-kolbasy-16551-20/miaso-i-ptitsa-69069-20/rebryshki-svinye-s-koreiki-okhlazhdennye-samson-kg,okey
33,2019-10-02,food,2,Свинина (кроме бескостного мяса),Свинина корейка на кости п/ф охлажденный СП кг,394.9,,кг,https://www.okeydostavka.ru/msk/miaso-ptitsa-kolbasy-16551-20/miaso-i-ptitsa-69069-20/svinina-koreika-na-kosti-p-f-okhlazhdennyi-sp-kg,okey
34,2019-10-02,food,2,Свинина (кроме бескостного мяса),Свинина лопатка на кости п/ф охлажденный СП кг,295.9,,кг,https://www.okeydostavka.ru/msk/miaso-ptitsa-kolbasy-16551-20/miaso-i-ptitsa-69069-20/svinina-lopatka-na-kosti-p-f-okhlazhdennyi-sp-kg,okey
35,2019-10-02,food,2,Свинина (кроме бескостного мяса),Свинина окорок на кости п/ф охлажденный СП кг,306.9,,кг,https://www.okeydostavka.ru/msk/miaso-ptitsa-kolbasy-16551-20/miaso-i-ptitsa-69069-20/svinina-okorok-na-kosti-p-f-okhlazhdennyi-sp-kg,okey
36,2019-10-02,food,2,Свинина (кроме бескостного мяса),Свинина рулька на кости п/ф охлажденный СП кг,258.9,,кг,https://www.okeydostavka.ru/msk/miaso-ptitsa-kolbasy-16551-20/miaso-i-ptitsa-69069-20/svinina-rul-ka-na-kosti-p-f-okhlazhdennyi-sp-kg,okey
37,2019-10-02,food,2,Свинина (кроме бескостного мяса),Свинина шея на кости п/ф охлажденный СП кг,427.9,,кг,https://www.okeydostavka.ru/msk/miaso-ptitsa-kolbasy-16551-20/miaso-i-ptitsa-69069-20/svinina-sheia-na-kosti-p-f-okhlazhdennyi-sp-kg,okey
38,2019-10-02,food,2,Свинина (кроме бескостного мяса),Свинина шея охлажденная Черкизово кг,515.9,,кг,https://www.okeydostavka.ru/msk/miaso-ptitsa-kolbasy-16551-20/miaso-i-ptitsa-69069-20/svinina-sheia-okhlazhdennaia-cherkizovo-kg,okey
39,2019-10-02,food,2,Свинина (кроме бескостного мяса),Ребрышки свиные Черкизово По-бельгийски в шоколадно-пивном соусе 1-1.2кг,289.0,359.0,кг,https://www.perekrestok.ru/catalog/myaso-ptitsa-delikatesy/polufabrikaty/cherkiz-rebr-po-belg-v-shok-piv-souse-1kg--314754,perekrestok
40,2019-10-02,food,2,Свинина (кроме бескостного мяса),Ребрышки свиные Мираторг К Пиву 1-1.3кг,234.0,,кг,https://www.perekrestok.ru/catalog/myaso-ptitsa-delikatesy/polufabrikaty/mirat-rebryshki-k-pivu-svin-1kg--497125,perekrestok
41,2019-10-02,food,2,Свинина (кроме бескостного мяса),Лопатка свиная Мираторг Домашняя для запекания 0.9-1.4кг,303.0,379.0,кг,https://www.perekrestok.ru/catalog/myaso-ptitsa-delikatesy/polufabrikaty/miratorg-lopatka-domash-svin-dzap-1kg--303733,perekrestok
42,2019-10-02,food,2,Свинина (кроме бескостного мяса),Окорок свиной Ближние горки 800г,269.0,,шт,https://www.perekrestok.ru/catalog/myaso-ptitsa-delikatesy/svinina/bl-gor-okorok-svinoy-ohl-800g--484226,perekrestok
43,2019-10-02,food,2,Свинина (кроме бескостного мяса),Ребрышки свиные Черкизово из корейки 0.3-0.7кг,299.9,419.0,кг,https://www.perekrestok.ru/catalog/myaso-ptitsa-delikatesy/svinina/cherk-rebr-ikor-sv-vu-kat-b1kg--408776,perekrestok
44,2019-10-02,food,2,Свинина (кроме бескостного мяса),Лопатка свиная Черкизово 0.8-1.2кг,289.0,,кг,https://www.perekrestok.ru/catalog/myaso-ptitsa-delikatesy/svinina/cherkiz-lopatk-svin-ohl-vu-pf-kat-a-1kg--303769,perekrestok
45,2019-10-02,food,2,Свинина (кроме бескостного мяса),Шейка свиная Черкизово 0.6-1.1кг,375.0,499.0,кг,https://www.perekrestok.ru/catalog/myaso-ptitsa-delikatesy/svinina/cherkiz-sheyka-svin-ohl-vu-pf-kat-b-1kg--303771,perekrestok
46,2019-10-02,food,2,Свинина (кроме бескостного мяса),Ребрышки свиные Мираторг охлажденные 0.9-1.2кг,309.0,,кг,https://www.perekrestok.ru/catalog/myaso-ptitsa-delikatesy/svinina/mir-rebryshki-svin-ohl-1kg--479599,perekrestok
47,2019-10-02,food,2,Свинина (кроме бескостного мяса),Стейк Мираторг из свиной шейки 400г,239.0,,шт,https://www.perekrestok.ru/catalog/myaso-ptitsa-delikatesy/svinina/mirat-steyk-iz-sheyk-sv-gzms400g--393530,perekrestok
48,2019-10-02,food,2,Свинина (кроме бескостного мяса),Ребра свиные Мираторг Деликатесные 0.4-0.8кг,329.0,389.0,кг,https://www.perekrestok.ru/catalog/myaso-ptitsa-delikatesy/svinina/rebra-svinye-ohl-1kg--303748,perekrestok
49,2019-10-02,food,2,Свинина (кроме бескостного мяса),Корейка свиная Слово Мясника 800г,279.0,,шт,https://www.perekrestok.ru/catalog/myaso-ptitsa-delikatesy/svinina/sl-myas-koreyka-svin-kat-a-800g--477503,perekrestok
50,2019-10-02,food,2,Свинина (кроме бескостного мяса),Лопатка свиная Слово Мясника 800г,289.0,,шт,https://www.perekrestok.ru/catalog/myaso-ptitsa-delikatesy/svinina/sl-myas-lopatka-sv-bk-k-a-800g--477485,perekrestok
51,2019-10-02,food,2,Свинина (кроме бескостного мяса),Окорок свиной Слово Мясника 800г,259.0,,шт,https://www.perekrestok.ru/catalog/myaso-ptitsa-delikatesy/svinina/sl-myas-okorok-sv-bk-k-a-800g--477483,perekrestok
52,2019-10-02,food,2,Свинина (кроме бескостного мяса),Шейка свиная Слово Мясника 800г,369.0,,шт,https://www.perekrestok.ru/catalog/myaso-ptitsa-delikatesy/svinina/sl-myas-sheyka-sv-bk-k-b-800g--477484,perekrestok
53,2019-10-02,food,2,Свинина (кроме бескостного мяса),Окорок задний свиной,249.9,329.0,кг,https://www.perekrestok.ru/catalog/myaso-ptitsa-delikatesy/svinina/spm-okorok-zadniy-svinoy-1kg--330577,perekrestok
54,2019-10-02,food,2,Свинина (кроме бескостного мяса),Окорок передний свиной,329.0,,кг,https://www.perekrestok.ru/catalog/myaso-ptitsa-delikatesy/svinina/spm-peredniy-okorok-svinoy-1kg--330576,perekrestok
55,2019-10-02,food,2,Свинина (кроме бескостного мяса),"Шейка свиная Велком охлажденная, 1,5-2,2кг",598.0,,кг,https://www.utkonos.ru/item/2009005/shejka-svinaja-velkom-okhlazhdennaja--1-5-2-2kg,utkonos
56,2019-10-02,food,2,Свинина (кроме бескостного мяса),"Корейка свиная Велком охлажденная, 1,1-1,4кг",589.0,,кг,https://www.utkonos.ru/item/2010362/korejka-svinaja-velkom-okhlazhdennaja--1-1-1-4kg,utkonos
57,2019-10-02,food,2,Свинина (кроме бескостного мяса),"Корейка свиная Велком охлажденная, 0,6-1,1кг",589.0,,кг,https://www.utkonos.ru/item/2010386/korejka-svinaja-velkom-okhlazhdennaja--0-6-1-1kg,utkonos
58,2019-10-02,food,2,Свинина (кроме бескостного мяса),"Корейка свиная Велком охлажденная, 1,4-1,8кг",589.0,,кг,https://www.utkonos.ru/item/2010537/korejka-svinaja-velkom-okhlazhdennaja--1-4-1-8kg,utkonos
59,2019-10-02,food,2,Свинина (кроме бескостного мяса),"Лопатка свиная Черкизово охлажденная, 0,9-1,1кг",289.0,,кг,https://www.utkonos.ru/item/2012027/lopatka-svinaja-cherkizovo-okhlazhdennaja--0-9-1-1kg,utkonos
60,2019-10-02,food,2,Свинина (кроме бескостного мяса),"Окорок свиной Черкизово охлажденный, 0,9-1,1кг",394.0,,кг,https://www.utkonos.ru/item/2012028/okorok-svinoj-cherkizovo-okhlazhdennyj--0-9-1-1kg,utkonos
61,2019-10-02,food,2,Свинина (кроме бескостного мяса),"Шейка свиная Черкизово охлажденная, 0,9-1,2кг",409.0,,кг,https://www.utkonos.ru/item/2012029/shejka-svinaja-cherkizovo-okhlazhdennaja--0-9-1-1kg,utkonos
62,2019-10-02,food,2,Свинина (кроме бескостного мяса),"Ребрышки Деликатесные свиные Мираторг охлажденные 0,2-0,6кг",389.0,,кг,https://www.utkonos.ru/item/2012138/rebryshki-delikatesnye-svinye-miratorg-okhlazhdennye-0-2-0-6kg,utkonos
63,2019-10-02,food,2,Свинина (кроме бескостного мяса),"Ребрышки Деликатесные свиные Мираторг охлажденные, 0,6-1,0кг",389.0,,кг,https://www.utkonos.ru/item/2012186/rebryshki-delikatesnye-svinye-miratorg-okhlazhdennye--0-6-1-0kg,utkonos
64,2019-10-02,food,2,Свинина (кроме бескостного мяса),"Окорок свиной Велком охлажденный, 1,4-2кг",589.0,,кг,https://www.utkonos.ru/item/2013327/okorok-svinoj-velkom-okhlazhdennyj--1-4-2kg,utkonos
65,2019-10-02,food,2,Свинина (кроме бескостного мяса),"Окорок свиной Велком охлажденный, 0,9-1,4кг",589.0,,кг,https://www.utkonos.ru/item/2013328/okorok-svinoj-velkom-okhlazhdennyj--0-9-1-4kg,utkonos
66,2019-10-02,food,2,Свинина (кроме бескостного мяса),"Окорок свиной Велком охлажденный, 0,5-0,9кг",589.0,,кг,https://www.utkonos.ru/item/2013329/okorok-svinoj-velkom-okhlazhdennyj--0-5-0-9kg,utkonos
67,2019-10-02,food,2,Свинина (кроме бескостного мяса),"Шейка свиная Велком охлажденная, 0,9-1,5кг",598.0,,кг,https://www.utkonos.ru/item/2013330/shejka-svinaja-velkom-okhlazhdennaja--0-9-1-5kg,utkonos
68,2019-10-02,food,2,Свинина (кроме бескостного мяса),"Шейка свиная Калужский фермер охлажденная 1,0кг",592.0,,шт,https://www.utkonos.ru/item/3107937/shejka-svinaja-kaluzhskij-fermer-okhlazhdennaja--1-kg,utkonos
69,2019-10-02,food,2,Свинина (кроме бескостного мяса),"Ребрышки Аппетитные свиные для запекания в маринаде Черкизово охлажденные, 0,8-1,4кг",269.0,329.0,кг,https://www.utkonos.ru/item/3358848/rebryshki-appetitnye-svinye-dlja-zapekanija-v-marinade-cherkizovo-okhlazhdennye--0-9-1-3kg,utkonos
70,2019-10-02,food,2,Свинина (кроме бескостного мяса),"Стейк из шейки свиной Черкизово охлажденный, 500г",278.0,,шт,https://www.utkonos.ru/item/3364150/stejk-iz-shejki-svinoj-cherkizovo-okhlazhdennyj--500g,utkonos
71,2019-10-02,food,2,Свинина (кроме бескостного мяса),"Стейк Черкизово свиной на кости в маринаде охл. 0,88-1,5кг",459.0,,кг,https://www.utkonos.ru/item/3364184/stejk-cherkizovo-svinoj-na-kosti-v-marinade-okhl--0-9-1-4kg,utkonos
72,2019-10-02,food,2,Свинина (кроме бескостного мяса),Шейка свиная Мираторг охлажденная 850г,504.0,,шт,https://www.utkonos.ru/item/3366102/shejka-svinaja-miratorg-okhlazhdennaja-850g,utkonos
73,2019-10-02,food,2,Свинина (кроме бескостного мяса),"Ребрышки Мираторг свиные К пиву охлажденные 0,5-1,5кг",234.0,,кг,https://www.utkonos.ru/item/3366127/rebryshki-miratorg-svinye-k-pivu-okhlazhdennye-0-9-1-3kg,utkonos
74,2019-10-02,food,2,Свинина (кроме бескостного мяса),"Шейка Мираторг свиная в Маринаде охлажденная 0,8-1,6кг",539.0,,кг,https://www.utkonos.ru/item/3366176/shejka-svinaja-miratorg-okhlazhdennaja--0-9-1-3kg-,utkonos
75,2019-10-02,food,3,Баранина (кроме бескостного мяса),"Баранья голяшка, 1 упаковка (300-500 г)",399.9,,за 1 кг,https://online.globus.ru/products/baranya-golyashka-1-upakovka-500-700-g/,globus
76,2019-10-02,food,3,Баранина (кроме бескостного мяса),"Баранья лопатка на кости, 1 упаковка (400-600 г)",699.9,,за 1 кг,https://online.globus.ru/products/baranya-lopatka-na-kosti-1-upakovka-450-650-g/,globus
77,2019-10-02,food,3,Баранина (кроме бескостного мяса),Баранина котлетная часть на кости п/ф охлажденный СП кг,833.5,,кг,https://www.okeydostavka.ru/msk/miaso-ptitsa-kolbasy-16551-20/miaso-i-ptitsa-69069-20/baranina-kotletnaia-chast-na-kosti-p-f-okhlazhdennyi-,okey
78,2019-10-02,food,3,Баранина (кроме бескостного мяса),Баранина лопатка на кости п/ф охлажденный СП кг,619.5,,кг,https://www.okeydostavka.ru/msk/miaso-ptitsa-kolbasy-16551-20/miaso-i-ptitsa-69069-20/baranina-lopatka-na-kosti-p-f-okhlazhdennyi-sp-kg,okey
79,2019-10-02,food,3,Баранина (кроме бескостного мяса),Баранина окорок на кости п/ф охлажденный СП кг,737.4,,кг,https://www.okeydostavka.ru/msk/miaso-ptitsa-kolbasy-16551-20/miaso-i-ptitsa-69069-20/baranina-okorok-na-kosti-p-f-okhlazhdennyi-sp-kg,okey
80,2019-10-02,food,3,Баранина (кроме бескостного мяса),Корейка баранья Мясо Есть! на кости Халяль 0.7-1.1кг,1129.0,1359.0,кг,https://www.perekrestok.ru/catalog/myaso-ptitsa-delikatesy/baranina/m-est-koreyka-bar-nk-1kg--483572,perekrestok
81,2019-10-02,food,3,Баранина (кроме бескостного мяса),Лопатка баранья Мясо Есть! без голяшки на кости Халяль 1-2.1кг,569.0,639.0,кг,https://www.perekrestok.ru/catalog/myaso-ptitsa-delikatesy/baranina/m-est-lopat-bar-nk-bgol-1kg--483573,perekrestok
82,2019-10-02,food,3,Баранина (кроме бескостного мяса),Седло баранье Мясо Есть! на кости Халяль 0.6-0.8кг,519.0,639.0,кг,https://www.perekrestok.ru/catalog/myaso-ptitsa-delikatesy/baranina/m-est-sedlo-bar-nk-hal-1kg--483571,perekrestok
83,2019-10-02,food,3,Баранина (кроме бескостного мяса),"Корейка баранья Эколь Халяль охлажденная, 0,4-0,8кг",1070.0,,кг,https://www.utkonos.ru/item/2008267/korejka-baranja-ekol-khaljal-okhlazhdennaja--0-4-0-8kg,utkonos
84,2019-10-02,food,3,Баранина (кроме бескостного мяса),"Голяшка баранья Эколь Халяль охлажденная, 0,5-0,8кг",539.0,,кг,https://www.utkonos.ru/item/2008344/goljashka-baranja-ekol-khaljal-okhlazhdennaja--0-5-0-8kg,utkonos
85,2019-10-02,food,3,Баранина (кроме бескостного мяса),"Шейка баранья на кости Эколь Халяль охлажденная 0,6-0,9кг",509.0,,кг,https://www.utkonos.ru/item/2013342/shejka-baranja-na-kosti-ekol-khaljal-okhlazhdennaja-0-6-0-9kg,utkonos
86,2019-10-02,food,3,Баранина (кроме бескостного мяса),"Лопатка баранья на кости Эколь Халяль охлажденная 0,6-0,9кг",698.0,,кг,https://www.utkonos.ru/item/2013344/lopatka-baranja-na-kosti-ekol-khaljal-okhlazhdennaja-0-6-0-9kg,utkonos
87,2019-10-02,food,3,Баранина (кроме бескостного мяса),"Баранина ТД Мясной духовая охлажденная 0,6-0,9кг",715.0,,кг,https://www.utkonos.ru/item/3358918/baranina-td-mjasnoj-dukhovaja-okhlazhdennaja-0-6-0-9kg,utkonos
88,2019-10-02,food,4,Куры охлажденные и мороженые,"Цыпленок-бройлер охлажденный Первая Свежесть потрошеный, 1 упаковка (1100-1900 г)",154.99,,за 1 кг,https://online.globus.ru/products/tsyplenok-broyler-okhlazhdennyy-pervaya-svezhest-potroshenyy-1-upakovka-1-1-1-7-kg/,globus
89,2019-10-02,food,4,Куры охлажденные и мороженые,"Цыпленок-бройлер охлажденный Первая Свежесть потрошеный халяль, 1 упаковка (1000-1900 г)",165.99,,за 1 кг,https://online.globus.ru/products/tsyplenok-broyler-okhlazhdennyy-pervaya-svezhest-potroshenyy-khalyal-1-upakovka-1-1-5-kg/,globus
90,2019-10-02,food,4,Куры охлажденные и мороженые,"Тушка курицы Домашняя курочка охлажденная, 1 упаковка (700-1500 г)",299.99,,за 1 кг,https://online.globus.ru/products/tushka-kuritsy-domashnyaya-kurochka-okhlazhdennaya-1-upakovka-700-1500-g/,globus
91,2019-10-02,food,4,Куры охлажденные и мороженые,"Курица для жарки Честная ферма потрошеная, 1 упаковка (1400-2200 г)",395.99,,за 1 кг,https://online.globus.ru/products/tushka-kuritsy-potroshenaya-chestnaya-ferma-dlya-zharki-1-upakovka-1-4-2-2-kg/,globus
92,2019-10-02,food,4,Куры охлажденные и мороженые,"Курица суповая Честная ферма потрошеная, 1 упаковка (900-1300 г)",395.99,,за 1 кг,https://online.globus.ru/products/tushka-kuritsy-potroshenaya-chestnaya-ferma-supovaya-1-upakovka-1-1-3-kg/,globus
93,2019-10-02,food,4,Куры охлажденные и мороженые,"Тушка цыпленка-бройлера Глобус охлажденная, 1 упаковка (800-1800 г)",154.99,,за 1 кг,https://online.globus.ru/products/tushka-tsyplenka-broylera-globus-okhlazhdennaya-1-upakovka-800-1800-g/,globus
94,2019-10-02,food,4,Куры охлажденные и мороженые,"Тушка цыпленка-бройлера Кудашка охлажденная, 1 упаковка (1400-2000 г)",179.99,,за 1 кг,https://online.globus.ru/products/tushka-tsyplenka-broylera-kudashka-okhlazhdennaya-1-upakovka-1-4-1-8-kg/,globus
95,2019-10-02,food,4,Куры охлажденные и мороженые,"Тушка цыпленка-бройлера Латифа охлажденная потрошеная халяль, 1 упаковка (1600-2100 г)",169.99,,за 1 кг,https://online.globus.ru/products/tushka-tsyplenka-broylera-latifa-okhlazhdennaya-potroshenaya-khalyal-1-upakovka-1-7-2-1-kg/,globus
96,2019-10-02,food,4,Куры охлажденные и мороженые,"Тушка цыпленка-бройлера охлажденная Моссельпром, 1 упаковка (1300-1900 г)",179.99,,за 1 кг,https://online.globus.ru/products/tushka-tsyplenka-broylera-mosselprom-okhlazhdennaya-1-upakovka-1-3-1-9-kg/,globus
97,2019-10-02,food,4,Куры охлажденные и мороженые,"Тушка цыпленка-бройлера охлажденная La Ferme полного потрошения 1 сорт, 1 упаковка (1100-1750 г)",459.99,,за 1 кг,https://online.globus.ru/products/tushka-tsyplenka-broylera-polnogo-potrosheniya-la-ferme-1-sort-okhlazhdennaya-1-upakovka-1-1-1-3-kg/,globus
98,2019-10-02,food,4,Куры охлажденные и мороженые,"Цыпленок-бройлер охлажденный Верхневолжская птицефабрика тушка, 1 упаковка (1400-2500 г)",119.99,,за 1 кг,https://online.globus.ru/products/tushka-tsyplenka-broylera-verkhnevolzhskaya-ptitsefabrika-okhlazhdennaya-1-upakovka-1-5-2-5-kg/,globus
99,2019-10-02,food,4,Куры охлажденные и мороженые,"Тушка цыпленка Петелинка охлажденная, 1 упаковка (1200-1800 г)",155.99,,за 1 кг,https://online.globus.ru/products/tushka-tsyplenka-petelinka-okhlazhdennaya-1-upakovka-1-2-1-8-kg/,globus
100,2019-10-02,food,4,Куры охлажденные и мороженые,"Тушка цыплят-бройлеров охлажденная Куриное царство потрошеная, 1 упаковка (1200-2000 г)",156.99,,за 1 кг,https://online.globus.ru/products/tushka-tsyplyat-broylerov-kurinoe-tsarstvo-potroshenaya-okhlazhdennaya-1-upakovka-1-2-1-8-kg/,globus
